x0000,y0000,x0001,y0001
-0.033021952,0.7921142578,-0.033021952,0.5622558594
-0.0330178560,0.7952880859,-0.0330178560,0.5617675781
-0.03301376,0.7990722656,-0.03301376,0.5612792969
-0.033009664,0.8002929688,-0.033009664,0.5607910156
-0.033005568,0.8028564453,-0.033005568,0.5603027344
-0.0330014720,0.8038330078,-0.0330014720,0.5598144531
-0.032997376,0.8052978516,-0.032997376,0.5593261719
-0.03299328,0.8050537109,-0.03299328,0.5588378906
-0.0329891840,0.8051757812,-0.0329891840,0.5583496094
-0.032985088,0.8055419922,-0.032985088,0.5578613281
-0.032980992,0.8068847656,-0.032980992,0.5573730469
-0.0329768960,0.8077392578,-0.0329768960,0.5568847656
-0.0329728000,0.8077392578,-0.0329728000,0.5563964844
-0.032968704,0.8078613281,-0.032968704,0.5559082031
-0.032964608,0.8081054688,-0.032964608,0.5554199219
-0.0329605120,0.8082275391,-0.0329605120,0.5549316406
-0.032956416,0.8095703125,-0.032956416,0.5544433594
-0.03295232,0.8117675781,-0.03295232,0.5539550781
-0.0329482240,0.8138427734,-0.0329482240,0.5534667969
-0.032944128,0.81640625,-0.032944128,0.5528564453
-0.032940032,0.8171386719,-0.032940032,0.5524902344
-0.032935936,0.8195800781,-0.032935936,0.5520019531
-0.0329318400,0.8232421875,-0.0329318400,0.5513916016
-0.032927744,0.8254394531,-0.032927744,0.5510253906
-0.032923648,0.8297119141,-0.032923648,0.5505371094
-0.0329195520,0.8317871094,-0.0329195520,0.5499267578
-0.032915456,0.8328857422,-0.032915456,0.5494384766
-0.03291136,0.8353271484,-0.03291136,0.5490722656
-0.0329072640,0.8369140625,-0.0329072640,0.5484619141
-0.032903168,0.8395996094,-0.032903168,0.5479736328
-0.032899072,0.8391113281,-0.032899072,0.5476074219
-0.032894976,0.8402099609,-0.032894976,0.5469970703
-0.0328908800,0.8410644531,-0.0328908800,0.5465087891
-0.032886784,0.8413085938,-0.032886784,0.5460205078
-0.032882688,0.8441162109,-0.032882688,0.5455322266
-0.0328785920,0.8435058594,-0.0328785920,0.5450439453
-0.032874496,0.8438720703,-0.032874496,0.5445556641
-0.0328704,0.8431396484,-0.0328704,0.5440673828
-0.032866304,0.8438720703,-0.032866304,0.5435791016
-0.0328622080,0.8446044922,-0.0328622080,0.5430908203
-0.032858112,0.8443603516,-0.032858112,0.5426025391
-0.032854016,0.8454589844,-0.032854016,0.5421142578
-0.0328499200,0.8472900391,-0.0328499200,0.5416259766
-0.032845824,0.8479003906,-0.032845824,0.5411376953
-0.032841728,0.8494873047,-0.032841728,0.5406494141
-0.0328376320,0.8507080078,-0.0328376320,0.5401611328
-0.032833536,0.8520507812,-0.032833536,0.5396728516
-0.03282944,0.8538818359,-0.03282944,0.5391845703
-0.032825344,0.8555908203,-0.032825344,0.5386962891
-0.0328212480,0.8580322266,-0.0328212480,0.5382080078
-0.032817152,0.8586425781,-0.032817152,0.5377197266
-0.032813056,0.8603515625,-0.032813056,0.5372314453
-0.0328089600,0.8624267578,-0.0328089600,0.5367431641
-0.032804864,0.8635253906,-0.032804864,0.5362548828
-0.032800768,0.8635253906,-0.032800768,0.5357666016
-0.032796672,0.8660888672,-0.032796672,0.5352783203
-0.0327925760,0.8664550781,-0.0327925760,0.5347900391
-0.03278848,0.8665771484,-0.03278848,0.5341796875
-0.032784384,0.8668212891,-0.032784384,0.5338134766
-0.0327802880,0.8675537109,-0.0327802880,0.5333251953
-0.032776192,0.8674316406,-0.032776192,0.5327148438
-0.032772096,0.8671875,-0.032772096,0.5323486328
-0.0327680000,0.8675537109,-0.0327680000,0.5318603516
-0.032763904,0.8673095703,-0.032763904,0.53125
-0.032759808,0.8676757812,-0.032759808,0.5307617188
-0.032755712,0.8690185547,-0.032755712,0.5303955078
-0.0327516160,0.8680419922,-0.0327516160,0.5297851562
-0.03274752,0.869140625,-0.03274752,0.529296875
-0.032743424,0.8697509766,-0.032743424,0.5289306641
-0.0327393280,0.8688964844,-0.0327393280,0.5283203125
-0.032735232,0.8714599609,-0.032735232,0.5278320312
-0.032731136,0.8714599609,-0.032731136,0.52734375
-0.03272704,0.8734130859,-0.03272704,0.5268554688
-0.0327229440,0.8726806641,-0.0327229440,0.5263671875
-0.032718848,0.8736572266,-0.032718848,0.5258789062
-0.032714752,0.8752441406,-0.032714752,0.525390625
-0.0327106560,0.8771972656,-0.0327106560,0.5249023438
-0.03270656,0.8767089844,-0.03270656,0.5244140625
-0.032702464,0.8775634766,-0.032702464,0.5239257812
-0.0326983680,0.8782958984,-0.0326983680,0.5234375
-0.032694272,0.8795166016,-0.032694272,0.5229492188
-0.032690176,0.8802490234,-0.032690176,0.5224609375
-0.03268608,0.8796386719,-0.03268608,0.5219726562
-0.0326819840,0.8791503906,-0.0326819840,0.521484375
-0.032677888,0.8792724609,-0.032677888,0.5209960938
-0.032673792,0.8811035156,-0.032673792,0.5205078125
-0.0326696960,0.8812255859,-0.0326696960,0.5200195312
-0.0326656,0.8813476562,-0.0326656,0.51953125
-0.032661504,0.8800048828,-0.032661504,0.5190429688
-0.032657408,0.8804931641,-0.032657408,0.5185546875
-0.0326533120,0.8813476562,-0.0326533120,0.5180664062
-0.032649216,0.8809814453,-0.032649216,0.517578125
-0.03264512,0.8814697266,-0.03264512,0.5170898438
-0.0326410240,0.8807373047,-0.0326410240,0.5166015625
-0.032636928,0.8813476562,-0.032636928,0.5161132812
-0.032632832,0.8809814453,-0.032632832,0.5155029297
-0.0326287360,0.8824462891,-0.0326287360,0.5151367188
-0.03262464,0.8813476562,-0.03262464,0.5146484375
-0.032620544,0.8819580078,-0.032620544,0.5140380859
-0.032616448,0.8835449219,-0.032616448,0.513671875
-0.0326123520,0.8830566406,-0.0326123520,0.5131835938
-0.032608256,0.8831787109,-0.032608256,0.5125732422
-0.03260416,0.8831787109,-0.03260416,0.5120849609
-0.0326000640,0.8824462891,-0.0326000640,0.51171875
-0.032595968,0.8815917969,-0.032595968,0.5111083984
-0.032591872,0.8809814453,-0.032591872,0.5106201172
-0.032587776,0.8811035156,-0.032587776,0.5102539062
-0.0325836800,0.8824462891,-0.0325836800,0.5096435547
-0.032579584,0.8826904297,-0.032579584,0.5091552734
-0.032575488,0.8803710938,-0.032575488,0.5086669922
-0.0325713920,0.8814697266,-0.0325713920,0.5081787109
-0.032567296,0.8817138672,-0.032567296,0.5076904297
-0.0325632,0.8813476562,-0.0325632,0.5072021484
-0.0325591040,0.8793945312,-0.0325591040,0.5067138672
-0.032555008,0.8800048828,-0.032555008,0.5062255859
-0.032550912,0.8795166016,-0.032550912,0.5057373047
-0.032546816,0.8791503906,-0.032546816,0.5052490234
-0.0325427200,0.8797607422,-0.0325427200,0.5047607422
-0.032538624,0.87890625,-0.032538624,0.5042724609
-0.032534528,0.8790283203,-0.032534528,0.5037841797
-0.0325304320,0.8795166016,-0.0325304320,0.5032958984
-0.032526336,0.8793945312,-0.032526336,0.5028076172
-0.03252224,0.8786621094,-0.03252224,0.5023193359
-0.032518144,0.8778076172,-0.032518144,0.5018310547
-0.0325140480,0.8778076172,-0.0325140480,0.5013427734
-0.032509952,0.8776855469,-0.032509952,0.5008544922
-0.032505856,0.8767089844,-0.032505856,0.5003662109
-0.0325017600,0.8763427734,-0.0325017600,0.4998779297
-0.032497664,0.8742675781,-0.032497664,0.4993896484
-0.032493568,0.8745117188,-0.032493568,0.4987792969
-0.0324894720,0.8736572266,-0.0324894720,0.4982910156
-0.032485376,0.8736572266,-0.032485376,0.4979248047
-0.03248128,0.8734130859,-0.03248128,0.4973144531
-0.032477184,0.8736572266,-0.032477184,0.4968261719
-0.0324730880,0.8715820312,-0.0324730880,0.4964599609
-0.032468992,0.8717041016,-0.032468992,0.4958496094
-0.032464896,0.8721923828,-0.032464896,0.4953613281
-0.0324608000,0.8713378906,-0.0324608000,0.4949951172
-0.032456704,0.8702392578,-0.032456704,0.4943847656
-0.032452608,0.8704833984,-0.032452608,0.4938964844
-0.032448512,0.8684082031,-0.032448512,0.4934082031
-0.0324444160,0.8686523438,-0.0324444160,0.4929199219
-0.03244032,0.8687744141,-0.03244032,0.4924316406
-0.032436224,0.8680419922,-0.032436224,0.4919433594
-0.0324321280,0.8669433594,-0.0324321280,0.4914550781
-0.032428032,0.8664550781,-0.032428032,0.4909667969
-0.032423936,0.8656005859,-0.032423936,0.4904785156
-0.0324198400,0.8638916016,-0.0324198400,0.4899902344
-0.032415744,0.8627929688,-0.032415744,0.4895019531
-0.032411648,0.8627929688,-0.032411648,0.4890136719
-0.032407552,0.8618164062,-0.032407552,0.4885253906
-0.0324034560,0.8612060547,-0.0324034560,0.4880371094
-0.03239936,0.8583984375,-0.03239936,0.4875488281
-0.032395264,0.8582763672,-0.032395264,0.4870605469
-0.0323911680,0.8564453125,-0.0323911680,0.4865722656
-0.032387072,0.8559570312,-0.032387072,0.4860839844
-0.032382976,0.8542480469,-0.032382976,0.4855957031
-0.03237888,0.8526611328,-0.03237888,0.4851074219
-0.0323747840,0.8507080078,-0.0323747840,0.4846191406
-0.032370688,0.8488769531,-0.032370688,0.4841308594
-0.032366592,0.8479003906,-0.032366592,0.4836425781
-0.0323624960,0.8475341797,-0.0323624960,0.4830322266
-0.0323584,0.8472900391,-0.0323584,0.4826660156
-0.032354304,0.8474121094,-0.032354304,0.4821777344
-0.0323502080,0.8461914062,-0.0323502080,0.4815673828
-0.032346112,0.8460693359,-0.032346112,0.4812011719
-0.032342016,0.8453369141,-0.032342016,0.4807128906
-0.03233792,0.8448486328,-0.03233792,0.4801025391
-0.0323338240,0.8447265625,-0.0323338240,0.4796142578
-0.032329728,0.8438720703,-0.032329728,0.4792480469
-0.032325632,0.84375,-0.032325632,0.4786376953
-0.0323215360,0.8427734375,-0.0323215360,0.4781494141
-0.03231744,0.8420410156,-0.03231744,0.4777832031
-0.032313344,0.8405761719,-0.032313344,0.4771728516
-0.032309248,0.8375244141,-0.032309248,0.4766845703
-0.0323051520,0.8354492188,-0.0323051520,0.4761962891
-0.032301056,0.8331298828,-0.032301056,0.4757080078
-0.03229696,0.8323974609,-0.03229696,0.4752197266
-0.0322928640,0.8297119141,-0.0322928640,0.4747314453
-0.032288768,0.8284912109,-0.032288768,0.4742431641
-0.032284672,0.8254394531,-0.032284672,0.4737548828
-0.0322805760,0.8248291016,-0.0322805760,0.4732666016
-0.03227648,0.8218994141,-0.03227648,0.4727783203
-0.032272384,0.8194580078,-0.032272384,0.4722900391
-0.032268288,0.8194580078,-0.032268288,0.4718017578
-0.0322641920,0.8184814453,-0.0322641920,0.4713134766
-0.032260096,0.8170166016,-0.032260096,0.4708251953
-0.032256,0.8166503906,-0.032256,0.4703369141
-0.0322519040,0.8138427734,-0.0322519040,0.4698486328
-0.032247808,0.8120117188,-0.032247808,0.4693603516
-0.032243712,0.8115234375,-0.032243712,0.4688720703
-0.032239616,0.8098144531,-0.032239616,0.4683837891
-0.0322355200,0.8101806641,-0.0322355200,0.4678955078
-0.032231424,0.8081054688,-0.032231424,0.4674072266
-0.032227328,0.8077392578,-0.032227328,0.4669189453
-0.0322232320,0.8059082031,-0.0322232320,0.4664306641
-0.032219136,0.8023681641,-0.032219136,0.4659423828
-0.03221504,0.8020019531,-0.03221504,0.4654541016
-0.0322109440,0.7998046875,-0.0322109440,0.4649658203
-0.032206848,0.7978515625,-0.032206848,0.4643554688
-0.032202752,0.796875,-0.032202752,0.4639892578
-0.032198656,0.7934570312,-0.032198656,0.4635009766
-0.0321945600,0.7905273438,-0.0321945600,0.462890625
-0.032190464,0.7873535156,-0.032190464,0.4625244141
-0.032186368,0.7846679688,-0.032186368,0.4620361328
-0.0321822720,0.7835693359,-0.0321822720,0.4614257812
-0.032178176,0.7813720703,-0.032178176,0.4609375
-0.03217408,0.7767333984,-0.03217408,0.4605712891
-0.032169984,0.7755126953,-0.032169984,0.4599609375
-0.0321658880,0.7727050781,-0.0321658880,0.4594726562
-0.032161792,0.7717285156,-0.032161792,0.4591064453
-0.032157696,0.7690429688,-0.032157696,0.4584960938
-0.0321536000,0.7668457031,-0.0321536000,0.4580078125
-0.032149504,0.7648925781,-0.032149504,0.4575195312
-0.032145408,0.7637939453,-0.032145408,0.45703125
-0.0321413120,0.7624511719,-0.0321413120,0.4565429688
-0.032137216,0.7609863281,-0.032137216,0.4560546875
-0.03213312,0.7608642578,-0.03213312,0.4555664062
-0.032129024,0.7613525391,-0.032129024,0.455078125
-0.0321249280,0.7576904297,-0.0321249280,0.4545898438
-0.032120832,0.7583007812,-0.032120832,0.4541015625
-0.032116736,0.7563476562,-0.032116736,0.4536132812
-0.0321126400,0.7545166016,-0.0321126400,0.453125
-0.032108544,0.7518310547,-0.032108544,0.4526367188
-0.032104448,0.7484130859,-0.032104448,0.4521484375
-0.032100352,0.7463378906,-0.032100352,0.4516601562
-0.0320962560,0.7447509766,-0.0320962560,0.451171875
-0.03209216,0.7420654297,-0.03209216,0.4506835938
-0.032088064,0.7388916016,-0.032088064,0.4501953125
-0.0320839680,0.7360839844,-0.0320839680,0.4497070312
-0.032079872,0.7342529297,-0.032079872,0.44921875
-0.032075776,0.7308349609,-0.032075776,0.4487304688
-0.0320716800,0.7297363281,-0.0320716800,0.4482421875
-0.032067584,0.7280273438,-0.032067584,0.4477539062
-0.032063488,0.7243652344,-0.032063488,0.447265625
-0.032059392,0.7219238281,-0.032059392,0.4467773438
-0.0320552960,0.7209472656,-0.0320552960,0.4462890625
-0.0320512,0.7182617188,-0.0320512,0.4456787109
-0.032047104,0.7172851562,-0.032047104,0.4453125
-0.0320430080,0.7147216797,-0.0320430080,0.4448242188
-0.032038912,0.7133789062,-0.032038912,0.4442138672
-0.032034816,0.7124023438,-0.032034816,0.4438476562
-0.03203072,0.7099609375,-0.03203072,0.443359375
-0.0320266240,0.7091064453,-0.0320266240,0.4427490234
-0.032022528,0.7086181641,-0.032022528,0.4422607422
-0.032018432,0.7065429688,-0.032018432,0.4418945312
-0.0320143360,0.705078125,-0.0320143360,0.4412841797
-0.03201024,0.7036132812,-0.03201024,0.4407958984
-0.032006144,0.7000732422,-0.032006144,0.4404296875
-0.0320020480,0.6982421875,-0.0320020480,0.4398193359
-0.031997952,0.6954345703,-0.031997952,0.4393310547
-0.031993856,0.6937255859,-0.031993856,0.4388427734
-0.03198976,0.69140625,-0.03198976,0.4383544922
-0.0319856640,0.6889648438,-0.0319856640,0.4378662109
-0.031981568,0.6861572266,-0.031981568,0.4373779297
-0.031977472,0.6829833984,-0.031977472,0.4368896484
-0.0319733760,0.6817626953,-0.0319733760,0.4364013672
-0.03196928,0.6768798828,-0.03196928,0.4359130859
-0.031965184,0.6739501953,-0.031965184,0.4354248047
-0.031961088,0.6717529297,-0.031961088,0.4349365234
-0.0319569920,0.6676025391,-0.0319569920,0.4344482422
-0.031952896,0.6651611328,-0.031952896,0.4339599609
-0.0319488,0.6628417969,-0.0319488,0.4334716797
-0.0319447040,0.6586914062,-0.0319447040,0.4329833984
-0.031940608,0.6583251953,-0.031940608,0.4324951172
-0.031936512,0.6546630859,-0.031936512,0.4320068359
-0.0319324160,0.65234375,-0.0319324160,0.4315185547
-0.03192832,0.6481933594,-0.03192832,0.4310302734
-0.031924224,0.6462402344,-0.031924224,0.4305419922
-0.031920128,0.6440429688,-0.031920128,0.4300537109
-0.0319160320,0.6409912109,-0.0319160320,0.4295654297
-0.031911936,0.6378173828,-0.031911936,0.4290771484
-0.03190784,0.6351318359,-0.03190784,0.4285888672
-0.0319037440,0.6325683594,-0.0319037440,0.4281005859
-0.031899648,0.6307373047,-0.031899648,0.4276123047
-0.031895552,0.6270751953,-0.031895552,0.4270019531
-0.031891456,0.6239013672,-0.031891456,0.4266357422
-0.0318873600,0.6215820312,-0.0318873600,0.4261474609
-0.031883264,0.6187744141,-0.031883264,0.4255371094
-0.031879168,0.6164550781,-0.031879168,0.4251708984
-0.0318750720,0.6125488281,-0.0318750720,0.4246826172
-0.031870976,0.6091308594,-0.031870976,0.4240722656
-0.03186688,0.6038818359,-0.03186688,0.4235839844
-0.0318627840,0.5994873047,-0.0318627840,0.4232177734
-0.031858688,0.5953369141,-0.031858688,0.4226074219
-0.031854592,0.5908203125,-0.031854592,0.4221191406
-0.031850496,0.5876464844,-0.031850496,0.4217529297
-0.0318464000,0.5864257812,-0.0318464000,0.4211425781
-0.031842304,0.5843505859,-0.031842304,0.4206542969
-0.031838208,0.5832519531,-0.031838208,0.4201660156
-0.0318341120,0.5804443359,-0.0318341120,0.4196777344
-0.031830016,0.5770263672,-0.031830016,0.4191894531
-0.03182592,0.5744628906,-0.03182592,0.4187011719
-0.031821824,0.5718994141,-0.031821824,0.4182128906
-0.031817728,0.5690917969,-0.031817728,0.4177246094
-0.031813632,0.5661621094,-0.031813632,0.4172363281
-0.031809536,0.5634765625,-0.031809536,0.4167480469
-0.0318054400,0.5610351562,-0.0318054400,0.4162597656
-0.031801344,0.5582275391,-0.031801344,0.4157714844
-0.031797248,0.5561523438,-0.031797248,0.4152832031
-0.0317931520,0.5533447266,-0.0317931520,0.4147949219
-0.031789056,0.5493164062,-0.031789056,0.4143066406
-0.03178496,0.5463867188,-0.03178496,0.4138183594
-0.031780864,0.54296875,-0.031780864,0.4133300781
-0.0317767680,0.5393066406,-0.0317767680,0.4128417969
-0.031772672,0.5363769531,-0.031772672,0.4123535156
-0.031768576,0.5360107422,-0.031768576,0.4118652344
-0.0317644800,0.5322265625,-0.0317644800,0.4113769531
-0.031760384,0.5295410156,-0.031760384,0.4108886719
-0.031756288,0.5252685547,-0.031756288,0.4104003906
-0.031752192,0.521484375,-0.031752192,0.4099121094
-0.031748096,0.517578125,-0.031748096,0.4094238281
-0.031744,0.5148925781,-0.031744,0.4089355469
-0.031739904,0.5111083984,-0.031739904,0.4083251953
-0.0317358080,0.5084228516,-0.0317358080,0.4079589844
-0.031731712,0.5045166016,-0.031731712,0.4074707031
-0.031727616,0.5,-0.031727616,0.4068603516
-0.0317235200,0.4971923828,-0.0317235200,0.4064941406
-0.031719424,0.4921875,-0.031719424,0.4060058594
-0.031715328,0.4855957031,-0.031715328,0.4053955078
-0.031711232,0.4818115234,-0.031711232,0.4049072266
-0.0317071360,0.4758300781,-0.0317071360,0.4045410156
-0.03170304,0.4693603516,-0.03170304,0.4039306641
-0.031698944,0.4645996094,-0.031698944,0.4034423828
-0.0316948480,0.4588623047,-0.0316948480,0.4030761719
-0.031690752,0.455078125,-0.031690752,0.4024658203
-0.031686656,0.4514160156,-0.031686656,0.4019775391
-0.03168256,0.4458007812,-0.03168256,0.4014892578
-0.031678464,0.4426269531,-0.031678464,0.4010009766
-0.031674368,0.439453125,-0.031674368,0.4005126953
-0.031670272,0.4371337891,-0.031670272,0.4000244141
-0.0316661760,0.4349365234,-0.0316661760,0.3995361328
-0.03166208,0.4323730469,-0.03166208,0.3990478516
-0.031657984,0.4309082031,-0.031657984,0.3985595703
-0.0316538880,0.4305419922,-0.0316538880,0.3980712891
-0.031649792,0.4272460938,-0.031649792,0.3975830078
-0.031645696,0.4263916016,-0.031645696,0.3970947266
-0.0316416,0.4222412109,-0.0316416,0.3966064453
-0.0316375040,0.4193115234,-0.0316375040,0.3961181641
-0.031633408,0.4166259766,-0.031633408,0.3956298828
-0.031629312,0.4146728516,-0.031629312,0.3951416016
-0.0316252160,0.4096679688,-0.0316252160,0.3946533203
-0.03162112,0.4055175781,-0.03162112,0.3941650391
-0.031617024,0.4005126953,-0.031617024,0.3936767578
-0.031612928,0.3973388672,-0.031612928,0.3931884766
-0.031608832,0.3914794922,-0.031608832,0.3927001953
-0.031604736,0.3870849609,-0.031604736,0.3922119141
-0.03160064,0.3817138672,-0.03160064,0.3917236328
-0.0315965440,0.3754882812,-0.0315965440,0.3912353516
-0.031592448,0.3719482422,-0.031592448,0.3907470703
-0.031588352,0.3669433594,-0.031588352,0.3902587891
-0.0315842560,0.3624267578,-0.0315842560,0.3896484375
-0.03158016,0.3601074219,-0.03158016,0.3892822266
-0.031576064,0.3566894531,-0.031576064,0.3887939453
-0.031571968,0.3540039062,-0.031571968,0.3881835938
-0.0315678720,0.3520507812,-0.0315678720,0.3878173828
-0.031563776,0.3500976562,-0.031563776,0.3873291016
-0.03155968,0.3471679688,-0.03155968,0.38671875
-0.0315555840,0.345703125,-0.0315555840,0.3862304688
-0.031551488,0.3446044922,-0.031551488,0.3858642578
