x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003
0.,-41.177396371,0.,nan,0.,nan,0.,-313.0711954905
238.4185791016,-41.1840928238,238.4185791016,nan,238.4185791016,nan,238.4185791016,-186.2215652357
476.8371582031,-41.2041821707,476.8371582031,nan,476.8371582031,nan,476.8371582031,-180.1894819556
715.2557373047,-41.2376643759,715.2557373047,nan,715.2557373047,nan,715.2557373047,-176.6489079462
953.6743164062,-41.2845393792,953.6743164062,nan,953.6743164062,nan,953.6743164062,-174.1246969226
1192.0928955078,-41.3448070946,1192.0928955078,nan,1192.0928955078,nan,1192.0928955078,-172.1551574531
1430.5114746094,-41.4184674088,1430.5114746094,nan,1430.5114746094,nan,1430.5114746094,-170.5352603866
1668.9300537109,-41.5055201783,1668.9300537109,nan,1668.9300537109,nan,1668.9300537109,-169.1562492687
1907.3486328125,-41.6059652276,1907.3486328125,nan,1907.3486328125,nan,1907.3486328125,-167.9537930023
2145.7672119141,-41.7198023455,2145.7672119141,nan,2145.7672119141,nan,2145.7672119141,-166.8869462212
2384.1857910156,-41.8470312815,2384.1857910156,nan,2384.1857910156,nan,2384.1857910156,-165.9282563423
2622.6043701172,-41.9876517418,2622.6043701172,nan,2622.6043701172,nan,2622.6043701172,-165.0585980288
2861.0229492187,-42.1416633845,2861.0229492187,nan,2861.0229492187,nan,2861.0229492187,-164.2642545240
3099.4415283203,-42.3090658146,3099.4415283203,nan,3099.4415283203,nan,3099.4415283203,-163.5351634886
3337.8601074219,-42.4898585782,3337.8601074219,nan,3337.8601074219,nan,3337.8601074219,-162.8638092177
3576.2786865234,-42.6840411566,3576.2786865234,nan,3576.2786865234,nan,3576.2786865234,-162.2444943131
3814.697265625,-42.8916129594,3814.697265625,nan,3814.697265625,nan,3814.697265625,-161.6728447704
4053.1158447266,-43.1125733173,4053.1158447266,nan,4053.1158447266,nan,4053.1158447266,-161.1454644467
4291.5344238281,-43.3469214740,4291.5344238281,nan,4291.5344238281,nan,4291.5344238281,-160.6596884083
4529.9530029297,-43.5946565781,4529.9530029297,nan,4529.9530029297,nan,4529.9530029297,-160.2134036463
4768.3715820312,-43.8557776733,4768.3715820312,nan,4768.3715820312,nan,4768.3715820312,-159.8049168307
5006.7901611328,-44.1302836889,5006.7901611328,nan,5006.7901611328,nan,5006.7901611328,-159.4328555944
5245.2087402344,-44.418173428,5245.2087402344,nan,5245.2087402344,nan,5245.2087402344,-159.0960941357
5483.6273193359,-44.7194455563,5483.6273193359,nan,5483.6273193359,nan,5483.6273193359,-158.7936967138
5722.0458984375,-45.0340985882,5722.0458984375,nan,5722.0458984375,nan,5722.0458984375,-158.5248744599
5960.4644775391,-45.3621308725,5960.4644775391,nan,5960.4644775391,nan,5960.4644775391,-158.288952194
6198.8830566406,-45.7035405761,6198.8830566406,nan,6198.8830566406,nan,6198.8830566406,-158.0853428106
6437.3016357422,-46.0583256657,6437.3016357422,nan,6437.3016357422,nan,6437.3016357422,-157.9135274244
6675.7202148437,-46.4264838874,6675.7202148437,nan,6675.7202148437,nan,6675.7202148437,-157.7730399118
6914.1387939453,-46.8080127436,6914.1387939453,nan,6914.1387939453,nan,6914.1387939453,-157.6634548179
7152.5573730469,-47.202909467,7152.5573730469,nan,7152.5573730469,nan,7152.5573730469,-157.5843778382
7390.9759521484,-47.61117099,7390.9759521484,nan,7390.9759521484,nan,7390.9759521484,-157.5354382688
7629.39453125,-48.0327939107,7629.39453125,nan,7629.39453125,nan,7629.39453125,-157.516282956
7867.8131103516,-48.4677744524,7867.8131103516,nan,7867.8131103516,nan,7867.8131103516,-157.5265713796
8106.2316894531,-48.9161084176,8106.2316894531,nan,8106.2316894531,nan,8106.2316894531,-157.5659715851
8344.6502685547,-49.3777911332,8344.6502685547,nan,8344.6502685547,nan,8344.6502685547,-157.6341567398
8583.0688476562,-49.8528173868,8583.0688476562,nan,8583.0688476562,nan,8583.0688476562,-157.7308021340
8821.4874267578,-50.3411813515,8821.4874267578,nan,8821.4874267578,nan,8821.4874267578,-157.8555824851
9059.9060058594,-50.8428764963,9059.9060058594,nan,9059.9060058594,nan,9059.9060058594,-158.0081694287
9298.3245849609,-51.3578954801,9298.3245849609,nan,9298.3245849609,nan,9298.3245849609,-158.1882291018
9536.7431640625,-51.8862300242,9536.7431640625,nan,9536.7431640625,nan,9536.7431640625,-158.3954197376
9775.1617431641,-52.4278707597,9775.1617431641,nan,9775.1617431641,nan,9775.1617431641,-158.6293892049
10013.5803222656,-52.9828070433,10013.5803222656,nan,10013.5803222656,nan,10013.5803222656,-158.8897724324
10251.9989013672,-53.5510267336,10251.9989013672,nan,10251.9989013672,nan,10251.9989013672,-159.1761886639
10490.4174804687,-54.1325159201,10490.4174804687,nan,10490.4174804687,nan,10490.4174804687,-159.4882384970
10728.8360595703,-54.7272585912,10728.8360595703,nan,10728.8360595703,nan,10728.8360595703,-159.8255006602
10967.2546386719,-55.3352362271,10967.2546386719,nan,10967.2546386719,nan,10967.2546386719,-160.1875284854
11205.6732177734,-55.9564272989,11205.6732177734,nan,11205.6732177734,nan,11205.6732177734,-160.5738460376
11444.091796875,-56.590806649,11444.091796875,nan,11444.091796875,nan,11444.091796875,-160.9839438658
11682.5103759766,-57.2383447222,11682.5103759766,nan,11682.5103759766,nan,11682.5103759766,-161.4172743407
11920.9289550781,-57.8990066075,11920.9289550781,nan,11920.9289550781,nan,11920.9289550781,-161.873246556
12159.3475341797,-58.5727508415,12159.3475341797,nan,12159.3475341797,nan,12159.3475341797,-162.3512207698
12397.7661132812,-59.2595279061,12397.7661132812,nan,12397.7661132812,nan,12397.7661132812,-162.8505023812
12636.1846923828,-59.95927834,12636.1846923828,nan,12636.1846923828,nan,12636.1846923828,-163.3703354445
12874.6032714844,-60.6719303555,12874.6032714844,nan,12874.6032714844,nan,12874.6032714844,-163.9098957467
13113.0218505859,-61.3973968251,13113.0218505859,nan,13113.0218505859,nan,13113.0218505859,-164.4682834983
13351.4404296875,-62.1355714608,13351.4404296875,nan,13351.4404296875,nan,13351.4404296875,-165.0445157166
13589.8590087891,-62.8863239634,13589.8590087891,nan,13589.8590087891,nan,13589.8590087891,-165.6375184243
13828.2775878906,-63.6494938535,13828.2775878906,nan,13828.2775878906,nan,13828.2775878906,-166.2461188324
